image_filename,image_width,image_height,class_id,bbox_width_pixels,bbox_height_pixels
dc1000_432.png,2943,1435,0,12,5
dc1000_432.png,2943,1435,0,26,16
dc1000_432.png,2943,1435,0,20,26
dc1000_432.png,2943,1435,0,4,18
dc1000_432.png,2943,1435,0,5,20
dc1000_432.png,2943,1435,0,30,39
dc1000_432.png,2943,1435,0,13,28
dc1000_432.png,2943,1435,0,103,92
dc1000_432.png,2943,1435,0,102,87
dc1000_426.png,2943,1435,0,15,10
dc1000_426.png,2943,1435,0,45,66
dc1000_426.png,2943,1435,0,39,72
dc1000_426.png,2943,1435,0,28,31
dc1000_426.png,2943,1435,0,17,6
dental_radiography_0685_jpg.rf.5bb224ce77b968f04822bedaa1a0db67.jpg,512,256,0,20,31
dental_radiography_0163_jpg.rf.6697c199c6927c597f0db104e9c9c8e4.jpg,512,256,0,36,67
dental_radiography_0120_jpg.rf.a2613fc285ab4414eef4285dc6ce88ad.jpg,512,256,0,24,34
dc1000_585.png,2943,1435,0,14,30
dc1000_585.png,2943,1435,0,21,30
dc1000_585.png,2943,1435,0,6,8
dc1000_585.png,2943,1435,0,12,15
dc1000_585.png,2943,1435,0,31,20
dc1000_585.png,2943,1435,0,20,24
dc1000_585.png,2943,1435,0,18,27
dc1000_585.png,2943,1435,0,21,56
dc1000_585.png,2943,1435,0,17,25
dc1000_585.png,2943,1435,0,13,13
dc1000_591.png,2943,1435,0,14,19
dc1000_591.png,2943,1435,0,11,24
dc1000_591.png,2943,1435,0,22,25
dc1000_591.png,2943,1435,0,10,16
dc1000_591.png,2943,1435,0,12,11
dc1000_591.png,2943,1435,0,29,57
dc1000_591.png,2943,1435,0,17,21
dc1000_591.png,2943,1435,0,14,14
dc1000_591.png,2943,1435,0,24,33
dc1000_591.png,2943,1435,0,16,18
dc1000_591.png,2943,1435,0,21,34
dc1000_220.png,2943,1435,0,14,14
dc1000_220.png,2943,1435,0,26,32
dc1000_220.png,2943,1435,0,11,18
dc1000_220.png,2943,1435,0,70,72
dc1000_220.png,2943,1435,0,15,20
dc1000_220.png,2943,1435,0,15,16
dc1000_220.png,2943,1435,0,14,18
dc1000_220.png,2943,1435,0,40,24
dc1000_220.png,2943,1435,0,13,14
dc1000_220.png,2943,1435,0,24,38
dc1000_220.png,2943,1435,0,10,5
dc1000_220.png,2943,1435,0,27,20
dc1000_220.png,2943,1435,0,40,43
dc1000_220.png,2943,1435,0,37,45
dc1000_220.png,2943,1435,0,17,31
dc1000_220.png,2943,1435,0,50,62
dc1000_220.png,2943,1435,0,60,80
dc1000_546.png,2943,1435,0,23,33
dc1000_546.png,2943,1435,0,11,25
dc1000_546.png,2943,1435,0,89,87
dc1000_546.png,2943,1435,0,11,8
dc1000_546.png,2943,1435,0,36,40
dc1000_552.png,2943,1435,0,9,10
dc1000_552.png,2943,1435,0,8,13
dc1000_552.png,2943,1435,0,14,12
dc1000_552.png,2943,1435,0,20,34
dc1000_552.png,2943,1435,0,45,57
dc1000_552.png,2943,1435,0,14,16
dc1000_552.png,2943,1435,0,9,24
dc1000_552.png,2943,1435,0,9,21
dc1000_552.png,2943,1435,0,16,27
dc1000_234.png,2943,1435,0,13,46
dc1000_234.png,2943,1435,0,11,10
dc1000_234.png,2943,1435,0,13,28
dc1000_234.png,2943,1435,0,59,65
dc1000_208.png,2943,1435,0,21,20
dc1000_208.png,2943,1435,0,7,15
dc1000_208.png,2943,1435,0,9,9
dc1000_208.png,2943,1435,0,13,11
dc1000_208.png,2943,1435,0,8,7
dc1000_208.png,2943,1435,0,8,17
dental_radiography_0801_jpg.rf.e3e799ad12fe11d78469e18456264be6.jpg,512,256,0,24,30
dental_radiography_0801_jpg.rf.e3e799ad12fe11d78469e18456264be6.jpg,512,256,0,24,31
dc1000_793.png,2943,1435,0,1,1
dc1000_793.png,2943,1435,0,1,1
dc1000_793.png,2943,1435,0,8,12
dc1000_793.png,2943,1435,0,21,27
dc1000_793.png,2943,1435,0,25,23
dc1000_793.png,2943,1435,0,37,66
dc1000_963.png,2943,1435,0,17,27
dc1000_963.png,2943,1435,0,11,12
dc1000_963.png,2943,1435,0,59,37
dc1000_963.png,2943,1435,0,15,19
dc1000_963.png,2943,1435,0,85,98
dental_radiography_0793_jpg.rf.6b4bb8d3b6d55ae340b7301835294fe8.jpg,512,256,0,29,51
dental_radiography_0793_jpg.rf.6b4bb8d3b6d55ae340b7301835294fe8.jpg,512,256,0,27,53
dc1000_750.png,2943,1435,0,9,19
dc1000_750.png,2943,1435,0,5,3
dc1000_750.png,2943,1435,0,8,11
dc1000_750.png,2943,1435,0,6,7
dc1000_750.png,2943,1435,0,16,26
dc1000_750.png,2943,1435,0,69,120
dc1000_750.png,2943,1435,0,55,85
dc1000_750.png,2943,1435,0,12,22
dc1000_778.png,2943,1435,0,15,11
dc1000_778.png,2943,1435,0,8,18
dc1000_778.png,2943,1435,0,26,41
dc1000_778.png,2943,1435,0,17,19
dc1000_778.png,2943,1435,0,9,16
dc1000_778.png,2943,1435,0,17,19
dc1000_778.png,2943,1435,0,22,33
dc1000_778.png,2943,1435,0,10,19
dc1000_778.png,2943,1435,0,24,42
dc1000_778.png,2943,1435,0,43,80
opg_xray_112.jpg,1142,529,0,92,131
opg_xray_112.jpg,1142,529,0,66,125
opg_xray_112.jpg,1142,529,0,68,138
dental_radiography_0588_jpg.rf.361dcb36324e52a53c0740bcc62614f9.jpg,512,256,0,30,58
dental_radiography_0588_jpg.rf.361dcb36324e52a53c0740bcc62614f9.jpg,512,256,0,35,63
dental_radiography_0588_jpg.rf.361dcb36324e52a53c0740bcc62614f9.jpg,512,256,0,39,64
opg_xray_113.jpg,1163,503,0,94,107
dental_radiography_0533_jpg.rf.df5ac7e2944cc2b2b3856912ca3e733a.jpg,512,256,0,23,46
dental_radiography_0666_jpg.rf.f7dd2645e38d04814195f47d40f15cef.jpg,512,256,0,17,48
dental_radiography_0688_jpg.rf.152fb99de9e0af07c5546e20e966b140.jpg,512,256,0,36,36
dc1000_786.png,2943,1435,0,17,17
dc1000_786.png,2943,1435,0,25,22
dc1000_786.png,2943,1435,0,13,8
dc1000_786.png,2943,1435,0,36,40
dc1000_786.png,2943,1435,0,4,4
dc1000_786.png,2943,1435,0,10,12
dc1000_786.png,2943,1435,0,23,41
dc1000_786.png,2943,1435,0,18,36
dc1000_786.png,2943,1435,0,7,4
dc1000_786.png,2943,1435,0,8,4
dc1000_786.png,2943,1435,0,62,68
dc1000_209.png,2943,1435,0,9,11
dc1000_209.png,2943,1435,0,8,12
dental_radiography_0400_jpg.rf.43874f272128dcc1b112031537f982e8.jpg,512,256,0,19,42
dental_radiography_0400_jpg.rf.43874f272128dcc1b112031537f982e8.jpg,512,256,0,32,42
dental_radiography_0400_jpg.rf.43874f272128dcc1b112031537f982e8.jpg,512,256,0,38,43
dental_radiography_0400_jpg.rf.43874f272128dcc1b112031537f982e8.jpg,512,256,0,26,44
dc1000_235.png,2943,1435,0,11,16
dc1000_235.png,2943,1435,0,9,13
dc1000_235.png,2943,1435,0,40,27
dc1000_235.png,2943,1435,0,25,45
dc1000_235.png,2943,1435,0,10,11
dc1000_235.png,2943,1435,0,27,16
dc1000_235.png,2943,1435,0,31,57
dc1000_235.png,2943,1435,0,43,52
dc1000_235.png,2943,1435,0,9,7
dc1000_235.png,2943,1435,0,9,6
dc1000_235.png,2943,1435,0,22,16
dc1000_235.png,2943,1435,0,25,66
dc1000_235.png,2943,1435,0,55,82
dc1000_235.png,2943,1435,0,73,69
dc1000_235.png,2943,1435,0,16,21
dc1000_235.png,2943,1435,0,21,26
dc1000_235.png,2943,1435,0,20,20
dc1000_235.png,2943,1435,0,27,47
dc1000_235.png,2943,1435,0,54,21
dc1000_235.png,2943,1435,0,36,45
dc1000_235.png,2943,1435,0,62,109
dc1000_221.png,2943,1435,0,48,32
dc1000_221.png,2943,1435,0,20,46
dc1000_221.png,2943,1435,0,36,46
dc1000_221.png,2943,1435,0,10,8
dc1000_221.png,2943,1435,0,39,53
dc1000_221.png,2943,1435,0,20,44
dc1000_547.png,2943,1435,0,39,60
dental_radiography_0685_jpg.rf.5158862f30aef846f758266f86f960f1.jpg,512,256,0,20,31
dc1000_590.png,2943,1435,0,56,48
dc1000_590.png,2943,1435,0,15,18
dc1000_590.png,2943,1435,0,10,7
dc1000_590.png,2943,1435,0,55,36
dc1000_590.png,2943,1435,0,25,34
dc1000_590.png,2943,1435,0,47,21
dc1000_590.png,2943,1435,0,14,32
dc1000_590.png,2943,1435,0,15,36
dc1000_590.png,2943,1435,0,105,60
dc1000_590.png,2943,1435,0,64,87
dc1000_584.png,2943,1435,0,16,23
dc1000_584.png,2943,1435,0,62,51
dc1000_584.png,2943,1435,0,39,51
dc1000_584.png,2943,1435,0,59,38
dc1000_584.png,2943,1435,0,53,51
dc1000_584.png,2943,1435,0,25,46
dc1000_584.png,2943,1435,0,104,61
dc1000_584.png,2943,1435,0,3,6
dental_radiography_0073_jpg.rf.0a3fc448611ebb614d068de0e7bf25a6.jpg,512,256,0,37,38
dc1000_369.png,2943,1435,0,16,14
dc1000_369.png,2943,1435,0,35,44
dc1000_369.png,2943,1435,0,13,7
dc1000_369.png,2943,1435,0,67,78
dc1000_369.png,2943,1435,0,18,32
dc1000_369.png,2943,1435,0,16,18
dc1000_369.png,2943,1435,0,59,60
dc1000_369.png,2943,1435,0,25,22
dc1000_369.png,2943,1435,0,15,24
dc1000_427.png,2943,1435,0,110,90
dc1000_427.png,2943,1435,0,7,10
dc1000_427.png,2943,1435,0,46,29
dc1000_427.png,2943,1435,0,111,90
dc1000_427.png,2943,1435,0,37,57
dc1000_433.png,2943,1435,0,13,10
dc1000_433.png,2943,1435,0,30,54
dc1000_433.png,2943,1435,0,9,7
dc1000_433.png,2943,1435,0,11,25
dc1000_433.png,2943,1435,0,48,44
dc1000_433.png,2943,1435,0,48,57
dc1000_433.png,2943,1435,0,28,63
dc1000_433.png,2943,1435,0,15,23
dc1000_433.png,2943,1435,0,29,54
dc1000_433.png,2943,1435,0,35,49
dc1000_433.png,2943,1435,0,22,12
dc1000_433.png,2943,1435,0,27,8
dc1000_433.png,2943,1435,0,12,12
dc1000_433.png,2943,1435,0,8,15
opg_xray_30.jpg,1203,669,0,132,139
opg_xray_18.jpg,1203,723,0,67,142
dental_radiography_0639_jpg.rf.15e60af9d988588d7d28aa63a90722fa.jpg,512,256,0,34,44
dc1000_396.png,2943,1435,0,7,12
dc1000_396.png,2943,1435,0,27,43
dc1000_396.png,2943,1435,0,43,43
dc1000_396.png,2943,1435,0,64,83
dc1000_396.png,2943,1435,0,27,35
dc1000_619.png,2943,1435,0,19,14
dc1000_619.png,2943,1435,0,30,58
dc1000_619.png,2943,1435,0,11,16
dental_radiography_0153_jpg.rf.5bf36b7833cea7b771abc5f6f9edc1af.jpg,512,256,0,28,30
dental_radiography_0153_jpg.rf.5bf36b7833cea7b771abc5f6f9edc1af.jpg,512,256,0,16,29
dc1000_143.png,2943,1435,0,11,16
dc1000_143.png,2943,1435,0,22,14
dc1000_143.png,2943,1435,0,7,6
dc1000_143.png,2943,1435,0,12,9
dc1000_143.png,2943,1435,0,12,6
dc1000_143.png,2943,1435,0,10,12
dc1000_143.png,2943,1435,0,64,68
dc1000_625.png,2943,1435,0,25,17
dc1000_625.png,2943,1435,0,71,45
dc1000_625.png,2943,1435,0,8,6
dc1000_625.png,2943,1435,0,19,14
dc1000_625.png,2943,1435,0,18,31
dc1000_625.png,2943,1435,0,19,30
dc1000_625.png,2943,1435,0,39,35
dc1000_631.png,2943,1435,0,10,16
dc1000_631.png,2943,1435,0,10,18
dc1000_631.png,2943,1435,0,8,9
dc1000_631.png,2943,1435,0,16,10
dc1000_631.png,2943,1435,0,36,28
dc1000_631.png,2943,1435,0,76,39
dc1000_631.png,2943,1435,0,15,31
dc1000_631.png,2943,1435,0,71,81
dc1000_157.png,2943,1435,0,8,8
dc1000_157.png,2943,1435,0,9,13
dc1000_157.png,2943,1435,0,7,8
dc1000_157.png,2943,1435,0,41,22
dc1000_157.png,2943,1435,0,18,12
dc1000_157.png,2943,1435,0,11,16
dc1000_157.png,2943,1435,0,32,34
dc1000_157.png,2943,1435,0,13,8
dc1000_157.png,2943,1435,0,11,16
dc1000_157.png,2943,1435,0,38,65
dc1000_157.png,2943,1435,0,27,55
dc1000_157.png,2943,1435,0,18,27
dental_radiography_0517_jpg.rf.d339dba394f260a940c712a15864b05f.jpg,512,256,0,19,36
dental_radiography_0517_jpg.rf.d339dba394f260a940c712a15864b05f.jpg,512,256,0,36,57
dc1000_180.png,2943,1435,0,13,14
dc1000_180.png,2943,1435,0,13,12
dc1000_180.png,2943,1435,0,10,11
dc1000_180.png,2943,1435,0,15,26
dc1000_182.png,2943,1435,0,10,15
dc1000_182.png,2943,1435,0,5,7
dc1000_182.png,2943,1435,0,12,13
dc1000_182.png,2943,1435,0,13,12
dc1000_182.png,2943,1435,0,13,21
dc1000_182.png,2943,1435,0,7,13
dc1000_182.png,2943,1435,0,24,22
dc1000_182.png,2943,1435,0,29,20
dc1000_182.png,2943,1435,0,109,118
dc1000_196.png,2943,1435,0,23,30
dc1000_196.png,2943,1435,0,11,10
dc1000_196.png,2943,1435,0,15,7
dc1000_196.png,2943,1435,0,15,24
dc1000_196.png,2943,1435,0,10,10
dental_radiography_0867_jpg.rf.cb9ce537626e49dfc1ccc2c8f26caf15.jpg,512,256,0,24,27
dental_radiography_0605_jpg.rf.6d6352b6391a8410bed4de7a9f6f1466.jpg,512,256,0,29,37
dc1000_814.png,2943,1435,0,12,21
dc1000_814.png,2943,1435,0,15,21
dc1000_814.png,2943,1435,0,11,25
dc1000_814.png,2943,1435,0,21,28
dc1000_814.png,2943,1435,0,29,19
dc1000_814.png,2943,1435,0,14,11
dc1000_814.png,2943,1435,0,12,16
dc1000_814.png,2943,1435,0,15,20
dc1000_814.png,2943,1435,0,7,19
dc1000_814.png,2943,1435,0,12,14
dc1000_814.png,2943,1435,0,13,14
dc1000_814.png,2943,1435,0,42,67
dc1000_814.png,2943,1435,0,21,40
dc1000_814.png,2943,1435,0,27,50
dc1000_627.png,2943,1435,0,10,8
dc1000_627.png,2943,1435,0,15,14
dc1000_627.png,2943,1435,0,10,8
dc1000_627.png,2943,1435,0,15,13
dc1000_627.png,2943,1435,0,11,16
dc1000_627.png,2943,1435,0,12,21
dc1000_627.png,2943,1435,0,16,22
dc1000_627.png,2943,1435,0,30,67
dc1000_141.png,2943,1435,0,8,10
dc1000_155.png,2943,1435,0,18,48
dc1000_155.png,2943,1435,0,7,7
dc1000_155.png,2943,1435,0,15,22
dc1000_155.png,2943,1435,0,56,60
dental_radiography_0392_jpg.rf.dee79984bf2a03bfd40508d61dcd0b51.jpg,512,256,0,15,27
dental_radiography_0392_jpg.rf.dee79984bf2a03bfd40508d61dcd0b51.jpg,512,256,0,26,28
dental_radiography_0392_jpg.rf.dee79984bf2a03bfd40508d61dcd0b51.jpg,512,256,0,23,18
dc1000_633.png,2943,1435,0,23,7
dc1000_633.png,2943,1435,0,17,32
dc1000_633.png,2943,1435,0,28,23
dc1000_633.png,2943,1435,0,34,25
dc1000_633.png,2943,1435,0,17,14
dc1000_633.png,2943,1435,0,20,26
dc1000_633.png,2943,1435,0,16,24
opg_xray_6.jpg,1189,640,0,63,153
opg_xray_6.jpg,1189,640,0,99,128
opg_xray_6.jpg,1189,640,0,123,82
opg_xray_6.jpg,1189,640,0,120,81
dc1000_169.png,2943,1435,0,10,16
dc1000_169.png,2943,1435,0,9,9
dc1000_169.png,2943,1435,0,37,56
dc1000_169.png,2943,1435,0,41,62
opg_xray_26.jpg,1203,642,0,77,130
opg_xray_26.jpg,1203,642,0,68,148
opg_xray_26.jpg,1203,642,0,81,139
opg_xray_26.jpg,1203,642,0,93,120
opg_xray_32.jpg,1203,633,0,96,142
dc1000_425.png,2943,1435,0,10,9
dc1000_425.png,2943,1435,0,13,9
dc1000_425.png,2943,1435,0,114,109
dc1000_431.png,2943,1435,0,45,18
dc1000_431.png,2943,1435,0,30,66
dc1000_431.png,2943,1435,0,40,30
dc1000_431.png,2943,1435,0,21,33
dc1000_431.png,2943,1435,0,29,53
dc1000_431.png,2943,1435,0,55,46
dc1000_431.png,2943,1435,0,54,64
dc1000_431.png,2943,1435,0,27,35
dc1000_419.png,2943,1435,0,76,79
dc1000_419.png,2943,1435,0,27,13
dc1000_592.png,2943,1435,0,19,9
dc1000_592.png,2943,1435,0,8,6
dc1000_592.png,2943,1435,0,19,20
dc1000_592.png,2943,1435,0,8,9
dc1000_592.png,2943,1435,0,10,7
dc1000_592.png,2943,1435,0,16,46
dc1000_592.png,2943,1435,0,20,17
dc1000_592.png,2943,1435,0,11,6
dc1000_592.png,2943,1435,0,13,17
dc1000_592.png,2943,1435,0,18,8
dc1000_592.png,2943,1435,0,21,25
dc1000_592.png,2943,1435,0,16,29
dc1000_592.png,2943,1435,0,41,78
dc1000_592.png,2943,1435,0,49,23
dc1000_586.png,2943,1435,0,16,30
dc1000_586.png,2943,1435,0,6,5
dc1000_586.png,2943,1435,0,12,14
dc1000_586.png,2943,1435,0,26,27
dc1000_586.png,2943,1435,0,44,60
dc1000_586.png,2943,1435,0,20,14
dc1000_586.png,2943,1435,0,24,26
dc1000_586.png,2943,1435,0,6,12
dc1000_586.png,2943,1435,0,8,20
dc1000_237.png,2943,1435,0,14,17
dc1000_237.png,2943,1435,0,28,20
dc1000_237.png,2943,1435,0,97,55
dc1000_237.png,2943,1435,0,24,14
dc1000_237.png,2943,1435,0,15,19
dc1000_237.png,2943,1435,0,80,64
dc1000_237.png,2943,1435,0,17,24
dc1000_237.png,2943,1435,0,59,57
dc1000_237.png,2943,1435,0,26,20
dc1000_551.png,2943,1435,0,10,22
dc1000_551.png,2943,1435,0,10,16
dc1000_551.png,2943,1435,0,14,12
dc1000_551.png,2943,1435,0,28,11
dc1000_551.png,2943,1435,0,31,37
dc1000_551.png,2943,1435,0,41,70
dc1000_551.png,2943,1435,0,61,75
dc1000_551.png,2943,1435,0,17,25
dc1000_551.png,2943,1435,0,15,19
dental_radiography_0003_jpg.rf.ca9d51a22c825737b49a5f73d3172d23.jpg,512,256,0,36,57
dc1000_545.png,2943,1435,0,7,13
dc1000_545.png,2943,1435,0,15,24
dc1000_545.png,2943,1435,0,56,46
dc1000_545.png,2943,1435,0,10,25
dc1000_545.png,2943,1435,0,10,30
dc1000_223.png,2943,1435,0,9,10
dc1000_223.png,2943,1435,0,7,6
dc1000_223.png,2943,1435,0,12,19
dc1000_223.png,2943,1435,0,28,42
dc1000_223.png,2943,1435,0,51,71
dc1000_223.png,2943,1435,0,15,22
dc1000_223.png,2943,1435,0,31,15
dc1000_223.png,2943,1435,0,36,52
dc1000_579.png,2943,1435,0,7,6
dc1000_579.png,2943,1435,0,25,26
dc1000_579.png,2943,1435,0,14,16
dc1000_790.png,2943,1435,0,25,52
dc1000_790.png,2943,1435,0,14,26
dc1000_790.png,2943,1435,0,18,12
dc1000_790.png,2943,1435,0,35,23
dc1000_790.png,2943,1435,0,34,52
dc1000_784.png,2943,1435,0,21,20
dc1000_784.png,2943,1435,0,78,100
dc1000_784.png,2943,1435,0,23,25
dc1000_784.png,2943,1435,0,70,78
dental_radiography_0144_jpg.rf.cd944654cce9d06bc7f31dcec922ee29.jpg,512,256,0,26,35
dental_radiography_0144_jpg.rf.cd944654cce9d06bc7f31dcec922ee29.jpg,512,256,0,40,43
dental_radiography_0135_jpg.rf.13af46a49a1466541601112ab05edc2c.jpg,512,256,0,25,37
opg_xray_139.jpg,1000,525,0,52,102
opg_xray_111.jpg,938,465,0,83,89
opg_xray_104.jpg,1019,545,0,76,112
dental_radiography_0746_jpg.rf.6a691c8dd2e9f0dd2c28601afd27d7ef.jpg,512,256,0,30,32
dental_radiography_0746_jpg.rf.6a691c8dd2e9f0dd2c28601afd27d7ef.jpg,512,256,0,17,35
opg_xray_110.jpg,1199,547,0,95,139
opg_xray_110.jpg,1199,547,0,72,134
dental_radiography_0242_jpg.rf.d1a2bb76d8121be65ee2e8a97049ea34.jpg,512,256,0,24,42
dental_radiography_0012_jpg.rf.916b7a5c6895228153e732176a50a90b.jpg,512,256,0,25,29
dental_radiography_0012_jpg.rf.916b7a5c6895228153e732176a50a90b.jpg,512,256,0,21,26
dental_radiography_0012_jpg.rf.916b7a5c6895228153e732176a50a90b.jpg,512,256,0,17,30
dental_radiography_0012_jpg.rf.916b7a5c6895228153e732176a50a90b.jpg,512,256,0,16,29
dental_radiography_0012_jpg.rf.916b7a5c6895228153e732176a50a90b.jpg,512,256,0,23,32
dental_radiography_0710_jpg.rf.1ec82f15d2399e9df2252f4908e44b03.jpg,512,256,0,21,67
dental_radiography_0618_jpg.rf.83dff22f16fa6386390ff8bc3b38f336.jpg,512,256,0,31,41
dental_radiography_0127_jpg.rf.a1a7906e3b863eac81ba9fbd0606e64f.jpg,512,256,0,22,53
dc1000_578.png,2943,1435,0,25,45
dc1000_578.png,2943,1435,0,51,20
dc1000_578.png,2943,1435,0,91,45
dc1000_578.png,2943,1435,0,14,12
dc1000_578.png,2943,1435,0,16,9
dc1000_578.png,2943,1435,0,14,17
dc1000_578.png,2943,1435,0,155,89
dc1000_578.png,2943,1435,0,24,51
dc1000_578.png,2943,1435,0,31,40
dental_radiography_0232_jpg.rf.1632ccd65c8ac4c2d95e98d433ac2726.jpg,512,256,0,19,37
dental_radiography_0232_jpg.rf.1632ccd65c8ac4c2d95e98d433ac2726.jpg,512,256,0,20,37
dental_radiography_0088_jpg.rf.3bc42301f927e6216153339fc539bfdd.jpg,512,256,0,31,47
dental_radiography_0088_jpg.rf.3bc42301f927e6216153339fc539bfdd.jpg,512,256,0,20,41
dc1000_544.png,2943,1435,0,15,25
dc1000_544.png,2943,1435,0,45,41
dc1000_544.png,2943,1435,0,57,51
dc1000_544.png,2943,1435,0,26,46
dc1000_544.png,2943,1435,0,16,13
dc1000_544.png,2943,1435,0,9,8
dc1000_544.png,2943,1435,0,11,26
dc1000_544.png,2943,1435,0,64,55
dc1000_222.png,2943,1435,0,17,18
dc1000_222.png,2943,1435,0,10,8
dc1000_222.png,2943,1435,0,46,59
dc1000_236.png,2943,1435,0,17,16
dc1000_236.png,2943,1435,0,5,5
dc1000_236.png,2943,1435,0,6,6
dc1000_236.png,2943,1435,0,40,30
dc1000_236.png,2943,1435,0,13,13
dc1000_236.png,2943,1435,0,9,6
dc1000_236.png,2943,1435,0,11,10
dc1000_236.png,2943,1435,0,35,15
dc1000_550.png,2949,1435,0,35,15
dc1000_550.png,2949,1435,0,27,35
dc1000_550.png,2949,1435,0,95,72
dc1000_550.png,2949,1435,0,88,55
dc1000_587.png,2943,1435,0,12,21
dc1000_587.png,2943,1435,0,9,8
dc1000_587.png,2943,1435,0,14,10
dc1000_587.png,2943,1435,0,13,22
dc1000_587.png,2943,1435,0,35,63
dc1000_587.png,2943,1435,0,35,54
dc1000_587.png,2943,1435,0,14,18
dc1000_587.png,2943,1435,0,16,32
dc1000_593.png,2943,1435,0,11,26
dc1000_593.png,2943,1435,0,71,77
dc1000_593.png,2943,1435,0,51,49
dc1000_593.png,2943,1435,0,16,29
dc1000_593.png,2943,1435,0,56,26
dc1000_593.png,2943,1435,0,13,12
